"Transcript.stable.ID","Strand","GENE_SYMBOL","GENE_NAME","CYTOBAND"
"ENST00000293777","+","MED11","mediator complex subunit 11","hs|17p13.2"
"ENST00000293778","-","CXCL16","chemokine (C-X-C motif) ligand 16","hs|17p13.2"
"ENST00000293780","-","CHRNE","cholinergic receptor, nicotinic, epsilon","hs|17p13.2"
"ENST00000293805","+","BCL6B","B-cell CLL/lymphoma 6, member B","hs|17p13.1"
"ENST00000293829","+","FGF11","fibroblast growth factor 11","hs|17p13.1"
"ENST00000293831","+","EIF4A1","eukaryotic translation initiation factor 4A1","hs|17p13.1"
"ENST00000293831","+","EIF4A1","eukaryotic translation initiation factor 4A1","hs|17p13.1"
"ENST00000293842","-","RPL26","ribosomal protein L26","hs|17p13.1"
"ENST00000293842","-","RPL26","ribosomal protein L26","hs|17p13.1"
"ENST00000293845","-","CCDC42","coiled-coil domain containing 42","hs|17p13.1"
"ENST00000293851","-","PRSS33","protease, serine, 33","hs|16p13.3"
"ENST00000293851","-","PRSS33","protease, serine, 33","hs|16p13.3"
"ENST00000293880","-","SSRP1","structure specific recognition protein 1","hs|11q12.1"
"ENST00000293883","-","WDR24","WD repeat domain 24","hs|16p13.3"
"ENST00000293894","+","SOX8","SRY (sex determining region Y)-box 8","hs|16p13.3"
"ENST00000293894","+","SOX8","SRY (sex determining region Y)-box 8","hs|16p13.3"
"ENST00000293925","+","CRAMP1L","Crm, cramped-like (Drosophila)","hs|16p13.3"
"ENST00000293968","+","CCNF","cyclin F","hs|16p13.3"
"ENST00000293968","+","CCNF","cyclin F","hs|16p13.3"
"ENST00000293970","+","TBC1D24","TBC1 domain family, member 24","hs|16p13.3"
"ENST00000293971","+","AMDHD2","amidohydrolase domain containing 2","hs|16p13.3"
"ENST00000293973","+","NTN3","netrin 3","hs|16p13.3"
"ENST00000293978","+","PAQR4","progestin and adipoQ receptor family member IV","hs|16p13.3"
"ENST00000293978","+","PAQR4","progestin and adipoQ receptor family member IV","hs|16p13.3"
"ENST00000294008","-","SLX4","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)","hs|16p13.3"
"ENST00000294016","-","ADCY9","adenylate cyclase 9","hs|16p13.3"
"ENST00000294016","-","ADCY9","adenylate cyclase 9","hs|16p13.3"
"ENST00000294064","+","NEU3","sialidase 3 (membrane sialidase)","hs|11q13.4"
"ENST00000294117","+","GNG3","guanine nucleotide binding protein (G protein), gamma 3","hs|11q12.3"
"ENST00000294129","-","NCKIPSD","NCK interacting protein with SH3 domain","hs|3p21.31"
"ENST00000294168","+","TAF6L","TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa","hs|11q12.3"
"ENST00000294244","+","C11orf84","chromosome 11 open reading frame 84","hs|11q13.1"
"ENST00000294312","-","FGF19","fibroblast growth factor 19","hs|11q13.3"
"ENST00000294312","-","FGF19","fibroblast growth factor 19","hs|11q13.3"
"ENST00000294339","-","TAL1","T-cell acute lymphocytic leukemia 1","hs|1p33"
"ENST00000294339","-","TAL1","T-cell acute lymphocytic leukemia 1","hs|1p33"
"ENST00000294353","+","ZYG11B","zyg-11 homolog B (C. elegans)","hs|1p32.3"
"ENST00000294353","+","ZYG11B","zyg-11 homolog B (C. elegans)","hs|1p32.3"
"ENST00000294353","+","ZYG11B","zyg-11 homolog B (C. elegans)","hs|1p32.3"
"ENST00000294353","+","ZYG11B","zyg-11 homolog B (C. elegans)","hs|1p32.3"
"ENST00000294383","-","USP24","ubiquitin specific peptidase 24","hs|1p32.3"
"ENST00000294383","-","USP24","ubiquitin specific peptidase 24","hs|1p32.3"
"ENST00000294409","+","GMEB1","glucocorticoid modulatory element binding protein 1","hs|1p35.3"
"ENST00000294428","+","RAVER2","ribonucleoprotein, PTB-binding 2","hs|1p31.3"
"ENST00000294445","-","KNCN","kinocilin","hs|1p33"
"ENST00000294485","+","C1orf187","chromosome 1 open reading frame 187","hs|1p36.22"
"ENST00000294507","-","LAPTM5","lysosomal protein transmembrane 5","hs|1p35.2"
"ENST00000294517","+","ADC","arginine decarboxylase","hs|1p35.1"
"ENST00000294618","-","DOCK6","dedicator of cytokinesis 6","hs|19p13.2"
"ENST00000294649","+","NTNG1","netrin G1","hs|1p13.3"
"ENST00000294664","+","WDR63","WD repeat domain 63","hs|1p22.3"
"ENST00000294671","-","GBP7","guanylate binding protein 7","hs|1p22.2"
"ENST00000294702","-","GFI1","growth factor independent 1 transcription repressor","hs|1p22.1"
"ENST00000294737","-","DENND1B","DENN/MADD domain containing 1B","hs|1q31.3"
"ENST00000294742","-","ARPC5","actin related protein 2/3 complex, subunit 5, 16kDa","hs|1q25.3"
"ENST00000294794","-","OLFML2B","olfactomedin-like 2B","hs|1q23.3"
"ENST00000294794","-","OLFML2B","olfactomedin-like 2B","hs|1q23.3"
"ENST00000294811","-","C1orf74","chromosome 1 open reading frame 74","hs|1q32.2"
"ENST00000294854","+","RGSL1","regulator of G-protein signaling like 1","hs|1q25.3"
"ENST00000294889","+","C1orf115","chromosome 1 open reading frame 115","hs|1q41"
"ENST00000294889","+","C1orf115","chromosome 1 open reading frame 115","hs|1q41"
"ENST00000294981","+","MAPKAPK2","mitogen-activated protein kinase-activated protein kinase 2","hs|1q32.1"
"ENST00000294997","+","CR1","complement component (3b/4b) receptor 1 (Knops blood group)","hs|1q32.2"
"ENST00000295012","-","C1orf145","chromosome 1 open reading frame 145","hs|1q42.13"
"ENST00000295025","+","REL","v-rel reticuloendotheliosis viral oncogene homolog (avian)","hs|2p16.1"
"ENST00000295030","+","PEX13","peroxisomal biogenesis factor 13","hs|2p16.1"
"ENST00000295049","-","RFTN2","raftlin family member 2","hs|2q33.1"
"ENST00000295066","-","DPY30","dpy-30 homolog (C. elegans)","hs|2p22.3"
"ENST00000295079","+","C2orf47","chromosome 2 open reading frame 47","hs|2q33.1"
"ENST00000295082","+","KCNF1","potassium voltage-gated channel, subfamily F, member 1","hs|2p25.1"
"ENST00000295083","+","PQLC3","PQ loop repeat containing 3","hs|2p25.1"
"ENST00000295095","+","ARHGAP15","Rho GTPase activating protein 15","hs|2q22.3"
"ENST00000295108","-","NEUROD1","neurogenic differentiation 1","hs|2q31.3"
"ENST00000295112","+","PRORSD1P","prolyl-tRNA synthetase associated domain containing 1, pseudogene","hs|2p16.1"
"ENST00000295113","-","FRZB","frizzled-related protein","hs|2q32.1"
"ENST00000295113","-","FRZB","frizzled-related protein","hs|2q32.1"
"ENST00000295131","-","ZSWIM2","zinc finger, SWIM-type containing 2","hs|2q32.1"
"ENST00000295148","-","C2orf44","chromosome 2 open reading frame 44","hs|2p23.3"
"ENST00000295181","-","ANKRD30BL","ankyrin repeat domain 30B-like","hs|2q21.2"
"ENST00000295190","-","SLC16A14","solute carrier family 16, member 14 (monocarboxylic acid transporter 14)","hs|2q36.3"
"ENST00000295190","-","SLC16A14","solute carrier family 16, member 14 (monocarboxylic acid transporter 14)","hs|2q36.3"
"ENST00000295206","-","EN1","engrailed homeobox 1","hs|2q14.2"
"ENST00000295208","-","ZNF514","zinc finger protein 514","hs|2q11.1"
"ENST00000295213","+","SPATA18","spermatogenesis associated 18 homolog (rat)","hs|4q12"
"ENST00000295226","+","CCDC140","coiled-coil domain containing 140","hs|2q36.1"
"ENST00000295228","+","INHBB","inhibin, beta B","hs|2q14.2"
"ENST00000295228","+","INHBB","inhibin, beta B","hs|2q14.2"
"ENST00000295237","+","XIRP2","xin actin-binding repeat containing 2","hs|2q24.3"
"ENST00000295240","+","BBS5","Bardet-Biedl syndrome 5","hs|2q31.1"
"ENST00000295256","-","HPGDS","hematopoietic prostaglandin D synthase","hs|4q22.3"
"ENST00000295266","+","PDHA2","pyruvate dehydrogenase (lipoamide) alpha 2","hs|4q22.3"
"ENST00000295268","-","C4orf37","chromosome 4 open reading frame 37","hs|4q23"
"ENST00000295304","+","CHAC2","ChaC, cation transport regulator homolog 2 (E. coli)","hs|2p16.2"
"ENST00000295317","-","RNF149","ring finger protein 149","hs|2q11.2"
"ENST00000295324","-","CDC42EP3","CDC42 effector protein (Rho GTPase binding) 3","hs|2p22.2"
"ENST00000295379","-","BMP10","bone morphogenetic protein 10","hs|2p13.3"
"ENST00000295400","-","TGFA","transforming growth factor, alpha","hs|2p13.3"
"ENST00000295417","-","FZD5","frizzled family receptor 5","hs|2q33.3"
"ENST00000295417","-","FZD5","frizzled family receptor 5","hs|2q33.3"
"ENST00000295417","-","FZD5","frizzled family receptor 5","hs|2q33.3"
"ENST00000295440","-","NPPC","natriuretic peptide C","hs|2q37.1"
"ENST00000295448","-","GNPDA2","glucosamine-6-phosphate deaminase 2","hs|4p12"
"ENST00000295452","-","GABRG1","gamma-aminobutyric acid (GABA) A receptor, gamma 1","hs|4p12"
"ENST00000295452","-","GABRG1","gamma-aminobutyric acid (GABA) A receptor, gamma 1","hs|4p12"
"ENST00000295453","+","ALPPL2","alkaline phosphatase, placental-like 2","hs|2q37.1"
"ENST00000295470","-","HNRPDL","heterogeneous nuclear ribonucleoprotein D-like","hs|4q21.22"
"ENST00000295488","-","HELQ","helicase, POLQ-like","hs|4q21.23"
"ENST00000295500","-","GPR155","G protein-coupled receptor 155","hs|2q31.1"
"ENST00000295522","-","CLDN1","claudin 1","hs|3q28"
"ENST00000295548","-","ATP13A4","ATPase type 13A4","hs|3q29"
"ENST00000295569","-","FAM19A4","family with sequence similarity 19 (chemokine (C-C motif)-like), member A4","hs|3p14.1"
"ENST00000295588","+","POGLUT1","protein O-glucosyltransferase 1","hs|3q13.33"
"ENST00000295589","-","CCKAR","cholecystokinin A receptor","hs|4p15.2"
"ENST00000295622","+","C3orf30","chromosome 3 open reading frame 30","hs|3q13.32"
"ENST00000295628","-","LRRC58","leucine rich repeat containing 58","hs|3q13.33"
"ENST00000295628","-","LRRC58","leucine rich repeat containing 58","hs|3q13.33"
"ENST00000295628","-","LRRC58","leucine rich repeat containing 58","hs|3q13.33"
"ENST00000295640","+","RNPEP","arginyl aminopeptidase (aminopeptidase B)","hs|1q32.1"
"ENST00000295645","-","PDCL2","phosducin-like 2","hs|4q12"
"ENST00000295666","-","IGFBP7","insulin-like growth factor binding protein 7","hs|4q12"
"ENST00000295683","-","CXCR1","chemokine (C-X-C motif) receptor 1","hs|2q35"
"ENST00000295706","+","PPFIA4","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4","hs|1q32.1"
"ENST00000295727","-","FEV","FEV (ETS oncogene family)","hs|2q35"
"ENST00000295728","-","CRYBA2","crystallin, beta A2","hs|2q35"
"ENST00000295729","-","CCDC108","coiled-coil domain containing 108","hs|2q35"
"ENST00000295736","-","SLC4A7","solute carrier family 4, sodium bicarbonate cotransporter, member 7","hs|3p24.1"
"ENST00000295738","-","SLC23A3","solute carrier family 23 (nucleobase transporters), member 3","hs|2q35"
"ENST00000295746","-","KIAA1524","KIAA1524","hs|3q13.13"
"ENST00000295746","-","KIAA1524","KIAA1524","hs|3q13.13"
"ENST00000295748","-","AZI2","5-azacytidine induced 2","hs|3p24.1"
"ENST00000295754","+","TGFBR2","transforming growth factor, beta receptor II (70/80kDa)","hs|3p24.1"
"ENST00000295755","-","RETNLB","resistin like beta","hs|3q13.13"
"ENST00000295756","+","TRAT1","T cell receptor associated transmembrane adaptor 1","hs|3q13.13"
"ENST00000295822","-","EIF5A2","eukaryotic translation initiation factor 5A2","hs|3q26.2"
"ENST00000295822","-","EIF5A2","eukaryotic translation initiation factor 5A2","hs|3q26.2"
"ENST00000295824","-","EFHB","EF-hand domain family, member B","hs|3p24.3"
"ENST00000295834","-","FABP1","fatty acid binding protein 1, liver","hs|2p11.2"
"ENST00000295851","+","ABI2","abl-interactor 2","hs|2q33.2"
"ENST00000295868","-","WDR52","WD repeat domain 52","hs|3q13.2"
"ENST00000295872","-","SPICE1","spindle and centriole associated protein 1","hs|3q13.2"
"ENST00000295872","-","SPICE1","spindle and centriole associated protein 1","hs|3q13.2"
"ENST00000295878","-","KIAA1407","KIAA1407","hs|3q13.31"
"ENST00000295878","-","KIAA1407","KIAA1407","hs|3q13.31"
"ENST00000295881","-","DRD3","dopamine receptor D3","hs|3q13.31"
"ENST00000295887","+","CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1","hs|4q21.23"
"ENST00000295887","+","CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1","hs|4q21.23"
"ENST00000295888","-","WDFY3","WD repeat and FYVE domain containing 3","hs|4q21.23"
"ENST00000295890","-","COX18","COX18 cytochrome c oxidase assembly homolog (S. cerevisiae)","hs|4q13.3"
"ENST00000295902","-","PRICKLE2","prickle homolog 2 (Drosophila)","hs|3p14.1"
"ENST00000295927","+","PTX3","pentraxin 3, long","hs|3q25.32"
"ENST00000295934","-","HESX1","HESX homeobox 1","hs|3p14.3"
"ENST00000295934","-","HESX1","HESX homeobox 1","hs|3p14.3"
"ENST00000295952","+","SLMAP","sarcolemma associated protein","hs|3p14.3"
"ENST00000295959","+","RPP14","ribonuclease P/MRP 14kDa subunit","hs|3p14.3"
"ENST00000295971","-","RBM47","RNA binding motif protein 47","hs|4p14"
"ENST00000295987","-","SYN1","synapsin I","hs|Xp11.23"
"ENST00000295989","+","CAND2","cullin-associated and neddylation-dissociated 2 (putative)","hs|3p25.2"
"ENST00000296026","-","CXCL3","chemokine (C-X-C motif) ligand 3","hs|4q13.3"
"ENST00000296026","-","CXCL3","chemokine (C-X-C motif) ligand 3","hs|4q13.3"
"ENST00000296027","-","CXCL5","chemokine (C-X-C motif) ligand 5","hs|4q13.3"
"ENST00000296027","-","CXCL5","chemokine (C-X-C motif) ligand 5","hs|4q13.3"
"ENST00000296028","-","PPBP","pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)","hs|4q13.3"
"ENST00000296029","-","PF4","platelet factor 4","hs|4q13.3"
"ENST00000296046","+","CPA3","carboxypeptidase A3 (mast cell)","hs|3q24"
"ENST00000296048","+","GYG1","glycogenin 1","hs|3q24"
"ENST00000296088","+","SNRK","SNF related kinase","hs|3p22.1"
"ENST00000296096","+","TCF23","transcription factor 23","hs|2p23.3"
"ENST00000296097","+","DNAJC5G","DnaJ (Hsp40) homolog, subfamily C, member 5 gamma","hs|2p23.3"
"ENST00000296099","-","UCN","urocortin","hs|2p23.3"
"ENST00000296121","-","KIAA1143","KIAA1143","hs|3p21.31"
"ENST00000296122","+","PPP1CB","protein phosphatase 1, catalytic subunit, beta isozyme","hs|2p23.2"
"ENST00000296122","+","PPP1CB","protein phosphatase 1, catalytic subunit, beta isozyme","hs|2p23.2"
"ENST00000296129","-","CDCP1","CUB domain containing protein 1","hs|3p21.31"
"ENST00000296129","-","CDCP1","CUB domain containing protein 1","hs|3p21.31"
"ENST00000296130","+","CLEC3B","C-type lectin domain family 3, member B","hs|3p21.31"
"ENST00000296137","-","FYCO1","FYVE and coiled-coil domain containing 1","hs|3p21.31"
"ENST00000296140","-","CCR1","chemokine (C-C motif) receptor 1","hs|3p21.31"
"ENST00000296140","-","CCR1","chemokine (C-C motif) receptor 1","hs|3p21.31"
"ENST00000296142","+","RTP3","receptor (chemosensory) transporter protein 3","hs|3p21.31"
"ENST00000296144","-","LRRC2","leucine rich repeat containing 2","hs|3p21.31"
"ENST00000296161","+","DTX3L","deltex 3-like (Drosophila)","hs|3q21.1"
"ENST00000296161","+","DTX3L","deltex 3-like (Drosophila)","hs|3q21.1"
"ENST00000296202","-","NMNAT3","nicotinamide nucleotide adenylyltransferase 3","hs|3q23"
"ENST00000296215","-","SNIP1","Smad nuclear interacting protein 1","hs|1p34.3"
"ENST00000296220","-","OSBPL11","oxysterol binding protein-like 11","hs|3q21.2"
"ENST00000296220","-","OSBPL11","oxysterol binding protein-like 11","hs|3q21.2"
"ENST00000296233","-","KLF15","Kruppel-like factor 15","hs|3q21.3"
"ENST00000296233","-","KLF15","Kruppel-like factor 15","hs|3q21.3"
"ENST00000296238","-","CAMK2N2","calcium/calmodulin-dependent protein kinase II inhibitor 2","hs|3q27.1"
"ENST00000296252","-","LIPH","lipase, member H","hs|3q27.2"
"ENST00000296255","-","RPN1","ribophorin I","hs|3q21.3"
"ENST00000296255","-","RPN1","ribophorin I","hs|3q21.3"
"ENST00000296257","+","SENP2","SUMO1/sentrin/SMT3 specific peptidase 2","hs|3q27.2"
"ENST00000296271","+","RHO","rhodopsin","hs|3q22.1"
"ENST00000296271","+","RHO","rhodopsin","hs|3q22.1"
"ENST00000296271","+","RHO","rhodopsin","hs|3q22.1"
"ENST00000296273","-","RFC4","replication factor C (activator 1) 4, 37kDa","hs|3q27.3"
"ENST00000296277","-","RPL39L","ribosomal protein L39-like","hs|3q27.3"
"ENST00000296292","-","RFT1","RFT1 homolog (S. cerevisiae)","hs|3p21.1"
"ENST00000296292","-","RFT1","RFT1 homolog (S. cerevisiae)","hs|3p21.1"
"ENST00000296292","-","RFT1","RFT1 homolog (S. cerevisiae)","hs|3p21.1"
"ENST00000296318","-","IL17RD","interleukin 17 receptor D","hs|3p14.3"
"ENST00000296328","-","UBXN7","UBX domain protein 7","hs|3q29"
"ENST00000296333","+","PIGX","phosphatidylinositol glycan anchor biosynthesis, class X","hs|3q29"
"ENST00000296350","-","MFI2","antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5","hs|3q29"
"ENST00000296351","-","MFI2","antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5","hs|3q29"
"ENST00000296358","-","OTOP1","otopetrin 1","hs|4p16.3"
"ENST00000296370","+","S100P","S100 calcium binding protein P","hs|4p16.1"
"ENST00000296412","-","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","hs|4q23"
"ENST00000296412","-","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","hs|4q23"
"ENST00000296420","-","EMCN","endomucin","hs|4q24"
"ENST00000296435","+","CAMP","cathelicidin antimicrobial peptide","hs|3p21.31"
"ENST00000296449","+","CCDC36","coiled-coil domain containing 36","hs|3p21.31"
"ENST00000296449","+","CCDC36","coiled-coil domain containing 36","hs|3p21.31"
"ENST00000296452","+","BSN","bassoon (presynaptic cytomatrix protein)","hs|3p21.31"
"ENST00000296456","+","APEH","N-acylaminoacyl-peptide hydrolase","hs|3p21.31"
"ENST00000296456","+","APEH","N-acylaminoacyl-peptide hydrolase","hs|3p21.31"
"ENST00000296464","+","HSPA4L","heat shock 70kDa protein 4-like","hs|4q28.1"
"ENST00000296468","-","MFSD8","major facilitator superfamily domain containing 8","hs|4q28.2"
"ENST00000296479","+","GRM2","glutamate receptor, metabotropic 2","hs|3p21.2"
"ENST00000296498","-","PRSS12","protease, serine, 12 (neurotrypsin, motopsin)","hs|4q26"
"ENST00000296499","+","NDST3","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3","hs|4q26"
"ENST00000296504","+","SAP30","Sin3A-associated protein, 30kDa","hs|4q34.1"
"ENST00000296513","+","ADAD1","adenosine deaminase domain containing 1 (testis-specific)","hs|4q27"
"ENST00000296522","-","HPGD","hydroxyprostaglandin dehydrogenase 15-(NAD)","hs|4q34.1"
"ENST00000296525","-","ASB5","ankyrin repeat and SOCS box containing 5","hs|4q34.2"
"ENST00000296525","-","ASB5","ankyrin repeat and SOCS box containing 5","hs|4q34.2"
"ENST00000296526","+","GRIA2","glutamate receptor, ionotropic, AMPA 2","hs|4q32.1"
"ENST00000296526","+","GRIA2","glutamate receptor, ionotropic, AMPA 2","hs|4q32.1"
"ENST00000296530","-","FAM198B","family with sequence similarity 198, member B","hs|4q32.1"
"ENST00000296533","-","NPY1R","neuropeptide Y receptor Y1","hs|4q32.2"
"ENST00000296543","+","NAA15","N(alpha)-acetyltransferase 15, NatA auxiliary subunit","hs|4q31.1"
"ENST00000296564","+","KIAA0947","KIAA0947","hs|5p15.32"
"ENST00000296575","+","HHIP","hedgehog interacting protein","hs|4q31.21"
"ENST00000296577","+","ABCE1","ATP-binding cassette, sub-family E (OABP), member 1","hs|4q31.21"
"ENST00000296577","+","ABCE1","ATP-binding cassette, sub-family E (OABP), member 1","hs|4q31.21"
"ENST00000296581","+","LSM6","LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)","hs|4q31.22"
"ENST00000296585","+","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","hs|5q11.2"
"ENST00000296585","+","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","hs|5q11.2"
"ENST00000296585","+","ITGA2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","hs|5q11.2"
"ENST00000296595","-","TMEM161B","transmembrane protein 161B","hs|5q14.3"
"ENST00000296597","+","NDUFAF2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2","hs|5q12.1"
"ENST00000296597","+","NDUFAF2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2","hs|5q12.1"
"ENST00000296597","+","NDUFAF2","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2","hs|5q12.1"
"ENST00000296604","-","RANBP3L","RAN binding protein 3-like","hs|5p13.2"
"ENST00000296615","+","RNF180","ring finger protein 180","hs|5q12.3"
"ENST00000296641","-","F2RL2","coagulation factor II (thrombin) receptor-like 2","hs|5q13.3"
"ENST00000296641","-","F2RL2","coagulation factor II (thrombin) receptor-like 2","hs|5q13.3"
"ENST00000296677","+","F2RL1","coagulation factor II (thrombin) receptor-like 1","hs|5q13.3"
"ENST00000296682","+","PRDM9","PR domain containing 9","hs|5p14.2"
"ENST00000296682","+","PRDM9","PR domain containing 9","hs|5p14.2"
"ENST00000296701","+","FBXO38","F-box protein 38","hs|5q32"
"ENST00000296721","+","AFAP1L1","actin filament associated protein 1-like 1","hs|5q32"
"ENST00000296733","-","CDC20B","cell division cycle 20 homolog B (S. cerevisiae)","hs|5q11.2"
"ENST00000296736","-","TIGD6","tigger transposable element derived 6","hs|5q32"
"ENST00000296739","+","SPZ1","spermatogenic leucine zipper 1","hs|5q14.1"
"ENST00000296741","-","ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6","hs|4q35.1"
"ENST00000296741","-","ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6","hs|4q35.1"
"ENST00000296754","-","ERAP1","endoplasmic reticulum aminopeptidase 1","hs|5q15"
"ENST00000296755","+","MAP1B","microtubule-associated protein 1B","hs|5q13.2"
"ENST00000296755","+","MAP1B","microtubule-associated protein 1B","hs|5q13.2"
"ENST00000296776","+","TMEM174","transmembrane protein 174","hs|5q13.2"
"ENST00000296777","+","CARTPT","CART prepropeptide","hs|5q13.2"
"ENST00000296785","-","ANKRA2","ankyrin repeat, family A (RFXANK-like), 2","hs|5q13.2"
"ENST00000296786","+","UBLCP1","ubiquitin-like domain containing CTD phosphatase 1","hs|5q33.3"
"ENST00000296792","+","UTP15","UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)","hs|5q13.2"
"ENST00000296794","+","RGNEF","190 kDa guanine nucleotide exchange factor","hs|5q13.2"
"ENST00000296794","+","RGNEF","190 kDa guanine nucleotide exchange factor","hs|5q13.2"
"ENST00000296824","-","CCDC127","coiled-coil domain containing 127","hs|5p15.33"
"ENST00000296839","+","FOXQ1","forkhead box Q1","hs|6p25.3"
"ENST00000296839","+","FOXQ1","forkhead box Q1","hs|6p25.3"
"ENST00000296849","+","NKD2","naked cuticle homolog 2 (Drosophila)","hs|5p15.33"
"ENST00000296862","+","GPR111","G protein-coupled receptor 111","hs|6p12.3"
"ENST00000296870","+","IL3","interleukin 3 (colony-stimulating factor, multiple)","hs|5q31.1"
"ENST00000296871","+","CSF2","colony stimulating factor 2 (granulocyte-macrophage)","hs|5q31.1"
"ENST00000296875","-","GDF9","growth differentiation factor 9","hs|5q31.1"
"ENST00000296953","+","C5orf41","chromosome 5 open reading frame 41","hs|5q35.1"
"ENST00000296980","-","IL22RA2","interleukin 22 receptor, alpha 2","hs|6q23.3"
"ENST00000297012","-","HIST1H2AA","histone cluster 1, H2aa","hs|6p22.2"
"ENST00000297135","-","COG5","component of oligomeric golgi complex 5","hs|7q22.3"
"ENST00000297142","-","NEUROD6","neurogenic differentiation 6","hs|7p14.3"
"ENST00000297145","-","C7orf60","chromosome 7 open reading frame 60","hs|7q31.1"
"ENST00000297145","-","C7orf60","chromosome 7 open reading frame 60","hs|7q31.1"
"ENST00000297151","-","SLU7","SLU7 splicing factor homolog (S. cerevisiae)","hs|5q33.3"
"ENST00000297156","+","CAMLG","calcium modulating ligand","hs|5q31.1"
"ENST00000297156","+","CAMLG","calcium modulating ligand","hs|5q31.1"
"ENST00000297157","-","RP9","retinitis pigmentosa 9 (autosomal dominant)","hs|7p14.3"
"ENST00000297157","-","RP9","retinitis pigmentosa 9 (autosomal dominant)","hs|7p14.3"
"ENST00000297158","+","FBXL21","F-box and leucine-rich repeat protein 21 (gene/pseudogene)","hs|5q31.1"
"ENST00000297161","+","BMPER","BMP binding endothelial regulator","hs|7p14.3"
"ENST00000297203","-","C7orf62","chromosome 7 open reading frame 62","hs|7q21.13"
"ENST00000297205","+","STEAP1","six transmembrane epithelial antigen of the prostate 1","hs|7q21.13"
"ENST00000297265","+","CHMP4C","charged multivesicular body protein 4C","hs|8q21.13"
"ENST00000297268","+","COL1A2","collagen, type I, alpha 2","hs|7q21.3"
"ENST00000297273","+","CASD1","CAS1 domain containing 1","hs|7q21.3"
"ENST00000297283","-","PGAM2","phosphoglycerate mutase 2 (muscle)","hs|7p13"
"ENST00000297290","+","BRI3","brain protein I3","hs|7q21.3"
"ENST00000297293","+","LMTK2","lemur tyrosine kinase 2","hs|7q21.3"
"ENST00000297293","+","LMTK2","lemur tyrosine kinase 2","hs|7q21.3"
"ENST00000297303","-","XKR6","XK, Kell blood group complex subunit-related family, member 6","hs|8p23.1"
"ENST00000297307","-","SLC35G3","solute carrier family 35, member G3","hs|17q12"
"ENST00000297316","+","SOX17","SRY (sex determining region Y)-box 17","hs|8q11.23"
"ENST00000297316","+","SOX17","SRY (sex determining region Y)-box 17","hs|8q11.23"
"ENST00000297323","+","ADCY1","adenylate cyclase 1 (brain)","hs|7p12.3"
"ENST00000297323","+","ADCY1","adenylate cyclase 1 (brain)","hs|7p12.3"
"ENST00000297324","+","C8orf48","chromosome 8 open reading frame 48","hs|8p22"
"ENST00000297338","-","RAD21","RAD21 homolog (S. pombe)","hs|8q24.11"
"ENST00000297350","-","TNFRSF11B","tumor necrosis factor receptor superfamily, member 11b","hs|8q24.12"
"ENST00000297373","-","PHKG1","phosphorylase kinase, gamma 1 (muscle)","hs|7p11.2"
"ENST00000297375","+","EN2","engrailed homeobox 2","hs|7q36.3"
"ENST00000297423","+","KIAA0146","KIAA0146","hs|8q11.21"
"ENST00000297423","+","KIAA0146","KIAA0146","hs|8q11.21"
"ENST00000297435","-","DEFA4","defensin, alpha 4, corticostatin","hs|8p23.1"
"ENST00000297436","-","DEFA6","defensin, alpha 6, Paneth cell-specific","hs|8p23.1"
"ENST00000297436","-","DEFA6","defensin, alpha 6, Paneth cell-specific","hs|8p23.1"
"ENST00000297438","+","OSGIN2","oxidative stress induced growth inhibitor family member 2","hs|8q21.3"
"ENST00000297438","+","OSGIN2","oxidative stress induced growth inhibitor family member 2","hs|8q21.3"
"ENST00000297439","-","DEFB1","defensin, beta 1","hs|8p23.1"
"ENST00000297459","-","TMEM74","transmembrane protein 74","hs|8q23.1"
"ENST00000297508","-","MICALL2","MICAL-like 2","hs|7p22.3"
"ENST00000297508","-","MICALL2","MICAL-like 2","hs|7p22.3"
"ENST00000297537","-","GBX1","gastrulation brain homeobox 1","hs|7q36.1"
"ENST00000297540","+","PHAX","phosphorylated adaptor for RNA export","hs|5q23.2"
